,recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,Carb_std,Protein_std,VitA_std,VitC_std,Calcium_std,Iron_std,Thiamin_std,Niacin_std,VitB6_std,Magnesium_std,Folate_std,Potassium_std,Dietary Fiber_std,Total Fat_std,Saturated Fat_std,Cholesterol_std,Sodium_std,Sugars_std,Carb_BNI,Protein_BNI,VitA_BNI,VitC_BNI,Calcium_BNI,Iron_BNI,Thiamin_BNI,Niacin_BNI,VitB6_BNI,Magnesium_BNI,Folate_BNI,Potassium_BNI,Dietary Fiber_BNI,Total Fat_BNI,Saturated Fat_BNI,Cholesterol_BNI,Sodium_BNI,Sugars_BNI,BNI
23,acapulco margarita grouper,4,18.999999980000002,3.0,62.0000001,1245.0,993.0000010000001,26.3000001,2.1,69.4,17.9999999865,1976.0,31.000000020000005,80.6,2.9999999969999998,0.0,8.0,1.25,70.0,82.0,511,-1.823703193,4.203239293,0.468731864,118.37573430528376,312.36790606653625,8893.933463796477,139.5303327710372,362.77886497064577,13.502935407240702,0.0,36.007827788649706,5.626223091976517,315.0684931506849,369.08023483365946,4469.471628767124,9.45205479452055,85.5185909080235,13.50293542074364,279.0606658121331,5603.718199608611,81.01761246369863,1.9729289050880627,10.0,5.0,5.0,1.395303326810176,2.5005435939334637,0.0,5.0,5.0,3.938356164383561,2.306751467710372,5.0,1.8904109589041098,0.0,1.62426614481409,0.3489889031311151,0.0,0.0,50.62856056164384
24,acorn squash with sweet spicy sausage,4,12.09999999,3.0,63.999999900000006,1012.9999992,825.000001,45.200000100000004,5.5,34.6,30.999999996,856.0,13.99999998,110.50000000000001,4.500000009,0.0,1.0,0.0,74.0,48.0,343,-3.710249493,4.318225869,0.948709507,303.0903796793003,232.0116618075802,5739.941690962099,93.87755088629739,740.9620991253645,30.174927174052478,0.0,6.705539358600583,0.0,496.2099125364432,321.865889212828,5532.06997755102,36.880466472303205,81.13702617201167,20.11661807580175,429.1545182798834,6792.71136489796,207.8717200897959,10.0,10.0,3.587463556851312,5.0,2.849854227405248,5.0,0.0,1.6763848396501457,0.0,5.0,2.0116618075801753,5.0,5.0,0.0,0.0,0.0,0.0,0.0,55.12536443148689
25,acorn squash wonder tacoschalupas,4,18.000000005,4.0,54.9999999,429.0,983.0000005,39.6,8.4,16.8,5.000000008500001,2123.2000000000003,28.000000019999998,205.4,4.500000009,0.0,5.0,1.25,97.0,186.0,332,-3.049412119,3.762246037,0.946281212,274.33734939759034,116.3855421686747,14708.915662650605,193.97590375301203,1422.9518072289159,31.17469885753012,0.0,34.63855421686747,8.659638554216867,671.987951807229,1288.55421686747,6809.9397625,58.19277108433735,124.69879521536144,27.710843373493976,381.024095692771,2971.987951807229,34.638554275753016,4.572289156626505,10.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,64.57228915662651
26,across the border tequila shrimp,5,13.0,8.0,290.0000001,673.9999992,303.0000015,3.6999999,0.7000000000000001,56.60000000000001,1.000000008,1457.6,13.00000002,89.7,5.9999999939999995,0.0,10.0,0.0,49.0,20.0,279,-2.8503045360000003,4.525819932,0.8776768090000001,30.50179129032258,466.5949820788531,12016.05734767025,107.16845894623656,739.4623655913979,49.462365541935476,0.0,82.43727598566308,0.0,403.9426523297491,164.87455197132616,2497.849474731183,5.770609318996417,107.16845878136202,65.94982078853046,2390.6810044086023,5556.27239483871,8.243727664516129,0.508363188172043,10.0,5.0,5.0,2.8440860215053765,5.0,0.0,5.0,0.0,5.0,1.0304659498207887,3.568356392473118,1.1541218637992834,0.0,0.0,0.0,0.0,3.6914717992831543,47.796865215053764
27,actually delicious turkey burgers,4,9.499999990000001,3.0,90.0,354.0,291.9999985,2.3000000999999997,0.2,41.8,0.0,185.6,1.99999998,29.9,2.9999999969999998,0.0,8.0,0.0,24.0,28.000000000000004,183,0.185555884,4.453058455,0.999657111,28.90710508196721,525.3551912568306,2332.677595628415,25.136611770491804,375.79234972677597,37.70491799508196,0.0,100.5464480874317,0.0,301.6393442622951,351.912568306011,3669.945336338798,2.5136612021857925,119.3989069781421,37.704918032786885,1131.1475409836066,4449.180327868852,0.0,0.48178508469945347,10.0,1.4579234972677593,2.0947176475409837,1.4453551912568308,5.0,0.0,5.0,0.0,3.7704918032786883,2.1994535519125686,5.0,0.5027322404371585,0.0,0.0,0.0,0.0,5.0,41.95245901639344
28,adios turkey casserole,4,21.70000001,11.0,101.00000010000001,1032.0,479.00000049999994,21.0999999,2.8000000000000003,70.2,2.9999999925,1332.8,22.000000020000005,464.1000000000001,4.500000009,0.0,12.0,1.25,52.0,102.0,421,-4.338525875,4.230039317,0.831056813,115.27315859857482,383.5154394299288,7281.330166270784,120.1900238622328,2535.4631828978627,24.584323089548693,0.0,65.5581947743468,6.82897862232779,284.0855106888361,557.2446555819478,2616.8646108076005,15.296912114014253,118.55106893824228,60.09501187648456,551.7814732304039,5638.004750593825,16.389548652612824,1.9212193099762471,10.0,4.550831353919239,5.0,5.0,4.552652423990499,0.0,5.0,5.0,3.5510688836104514,3.4827790973871737,3.7383780154394293,3.0593824228028503,0.0,0.0,0.0,0.0,2.3984843408551075,57.25479584798099
29,adobo chicken with ginger,4,34.30000002,10.0,170.0000001,1363.0000008,525.999999,5.3000001,0.5,88.4,0.0,516.8000000000001,7.00000002,62.4,4.500000009,0.0,24.0,1.25,59.0,34.0,517,-4.196160615,4.344913498,0.986283184,23.578337001934237,393.26885880077367,2299.110251450677,31.141199315280463,277.60154738878146,20.019342399806575,0.0,106.7698259187621,5.5609284332688595,262.4758220502901,151.25725338491296,2340.038680270793,2.2243713733075436,152.59187629787235,44.487427466150876,756.286267369439,6063.636367195358,0.0,0.39297228336557066,10.0,1.4369439071566732,2.5950999429400383,1.067698259187621,3.70728562959381,0.0,5.0,5.0,3.2809477756286265,0.945357833655706,3.3429124003868473,0.4448742746615087,0.0,0.0,0.0,0.0,5.0,42.2140923065764
30,adobo sirloin,4,18.799999985,7.0,120.0,429.0,531.000001,3.6999999,1.0999999999999999,75.2,0.0,65.60000000000001,6.0,45.50000000000001,7.5000000060000005,0.0,12.0,1.25,43.0,28.000000000000004,342,-0.255543083,4.295352702,0.934736847,24.88304026315789,505.7309941520468,441.1695906432749,40.35087719298245,305.9941520467837,50.43859653157895,0.0,80.7017543859649,8.40643274853801,289.1812865497076,188.30409356725147,3571.0526383040933,7.39766081871345,126.43274843713449,47.07602339181286,807.0175438596491,2885.0877192982452,0.0,0.41471733771929814,10.0,0.2757309941520468,3.3625730994152043,1.176900584795322,5.0,0.0,5.0,5.0,3.6147660818713447,1.1769005847953216,5.0,1.47953216374269,0.0,0.0,0.0,0.0,5.0,46.501120846491226
31,aegean chicken salad,3,19.399999970000003,7.0,93.0,1081.9999992,268.00000150000005,7.2,1.7000000000000002,61.6,1.9999999845,1056.0,21.0,176.8,4.500000009,0.0,13.0,1.25,34.0,72.0,332,-2.78261716,4.392412282,0.496532447,49.87951807228916,426.7469879518072,7315.6626506024095,145.48192771084337,1224.8192771084337,31.17469885753012,0.0,90.06024096385542,8.659638554216867,235.5421686746988,498.7951807228916,1856.626516415663,11.77710843373494,134.3975901536145,48.493975903614455,644.277108433735,7495.783126987952,13.85542157936747,0.8313253012048193,10.0,4.572289156626506,5.0,4.710843373493976,5.0,0.0,5.0,5.0,2.944277108433735,3.1174698795180724,2.652323594879519,2.355421686746988,0.0,0.0,0.0,0.0,2.800726733433735,53.98467683433734
32,afghan beef raviolis mantwo,8,15.6,6.0,75.99999989999999,1173.0,823.9999985000001,56.799999899999996,9.2,68.0,9.000000009,4422.4,6.0,223.6,8.999999991000001,1.1333333339,15.0,0.0,78.0,270.0,506,-3.165501264,4.282206423,0.774485498,258.1818177272727,309.0909090909091,20101.81818181818,27.27272727272727,1016.3636363636364,40.90909086818182,5.15151515409091,68.18181818181817,0.0,354.54545454545456,1227.2727272727273,3745.454538636364,41.81818181818181,70.9090909090909,27.27272727272727,345.45454499999994,5331.818181818182,40.90909095,4.303030295454545,10.0,5.0,2.2727272727272725,3.909090909090909,5.0,5.0,5.0,0.0,4.431818181818182,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,59.91666665909091
33,african chicken stew,4,36.00000001,7.0,99.9999999,619.9999992,826.0,31.5,6.4,87.4,4.0000000005,660.8000000000001,16.00000002,93.60000000000001,5.9999999939999995,0.0,15.0,1.25,117.0,202.0,615,-1.464543788,4.38151698,0.5722232389999999,117.80487804878048,326.8617886178862,2471.284552845529,59.83739844878049,350.04878048780495,22.439024367804876,0.0,56.09756097560976,4.674796747967481,437.5609756097561,755.4471544715446,3089.1056910569105,23.934959349593495,134.6341463788618,26.178861788617887,373.9837394634146,2318.6991840000005,14.959349595365854,1.9634146341463412,10.0,1.5445528455284556,4.9864498707317075,1.3463414634146345,4.155374882926829,0.0,5.0,5.0,5.0,4.721544715447154,4.413008130081301,4.786991869918699,0.0,0.0,0.0,0.16937669999999894,2.625500064227642,55.71255517642277
