recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob
merricks pbj n banana burritos,4,0.26,0.1,0.0,0.130833333,0.216857143,0.26366666699999997,0.308,0.26,1.015873016,0.0234,0.2,0.040999999999999995,0.111111111,0.0,0.1,0.5,0.305,0.2025,459,-2.9651966589999996,3.9229527710000003,0.999999845
mexicali,4,0.286153846,0.45,0.253333333,0.417916667,0.157714286,0.106333333,0.20800000000000002,0.5579999999999999,0.095238095,0.14400000000000002,0.6166666670000001,0.28300000000000003,0.222222222,0.0,0.65,0.5,0.21,0.0725,401,-4.23035022,3.857600135,0.893746805
mexicali pasta salad,7,0.084615385,0.1,0.016666667,0.27125,0.068,0.136666667,0.184,0.17600000000000002,0.095238095,0.1044,0.316666667,0.062,0.111111111,0.0,0.2,0.0,0.1,0.26,246,-2.061274605,4.412004626,0.998414373
mexicali pork chops,9,0.193846154,0.3,0.163333333,0.2475,0.12971428599999998,0.057,0.136,0.262,0.126984127,0.3274,1.183333333,0.043,0.055555556,0.0,0.25,0.0,0.0875,0.125,226,-2.9986561789999997,3.957895228,0.718138445
mexican baked fish,4,0.270769231,0.35,0.23,0.22041666699999998,0.20485714300000002,0.037666667,0.136,0.552,0.063492063,0.0984,0.11666666699999999,0.213,0.055555556,0.0,0.4,0.5,0.135,0.1025,311,-1.6029114919999998,4.402796171,0.8905971659999999
mexican bean and rice salad,3,0.015384615,0.0,0.0,0.091666667,0.041428571000000004,0.08666666699999999,0.192,0.094,0.063492063,0.0342,0.233333333,0.027999999999999997,0.055555556,0.0,0.05,0.0,0.07,0.0625,124,0.12005353699999999,4.383225158,0.9999999820000001
mexican beef supreme,8,0.429230769,0.5,0.333333333,0.09916666699999999,0.133714286,0.028666667000000003,0.052000000000000005,0.604,0.095238095,0.073,0.15,0.039,0.222222222,0.0,0.4,0.0,0.0825,0.065,414,-2.5665065730000003,4.433810358000001,0.48076960700000004
mexican bison bake with cilantro lime cream,4,0.17230769199999998,0.3,0.2,0.28625,0.19628571399999997,0.138333333,0.312,0.528,0.095238095,0.2284,0.166666667,0.18,0.333333333,0.0,0.3,0.0,0.1675,0.27,375,-2.038363059,4.326444416,0.806730898
mexican blackened corn,4,0.115384615,0.15,0.06333333299999999,0.17875,0.109714286,0.071,0.124,0.172,0.126984127,0.1454,0.35,0.07400000000000001,0.111111111,0.0,0.2,0.0,0.1175,0.13,179,-1.624455519,4.337641313,0.557009567
mexican botana platter,4,0.612307692,0.8,0.4,0.39916666700000003,0.28800000000000003,0.138333333,0.44,0.7959999999999999,0.095238095,0.2392,0.38333333299999994,0.326,0.166666667,0.0,0.8,0.5,0.28,0.21,671,-6.890333029,4.1862629280000005,0.9999801909999999
mexican casserole,4,0.255384615,0.3,0.196666667,0.535833333,0.155428571,0.11333333300000001,0.29600000000000004,0.536,0.126984127,0.1744,0.05,0.215,0.166666667,0.0,0.45,0.0,0.17,0.19,384,-3.6155073719999997,4.338099857,0.893721289
mexican chorizo,4,0.149230769,0.15,0.15,0.261666667,0.07200000000000001,0.008666667,0.048,0.284,0.0,0.2314,0.05,0.027000000000000003,0.055555556,0.0,0.3,0.0,0.0475,0.0175,155,-1.116358365,3.936750946,0.9878735890000001
mexican fire rice,5,0.43076923100000003,0.7,0.25,0.443333333,0.069428571,0.10333333300000001,0.024,0.37799999999999995,0.063492063,0.14400000000000002,0.083333333,0.271,0.111111111,0.0,0.3,0.0,0.075,0.1575,456,-8.32165222,4.056336445,0.8114847140000001
mexican goulash,4,0.313846154,0.45,0.253333333,0.524166667,0.234571429,0.235333333,0.268,0.6459999999999999,0.28571428600000004,0.1014,0.066666667,0.28,0.27777777800000003,0.666666667,0.7,0.0,0.2175,0.5125,588,-5.666553465,4.231143531,0.8117197909999999
mexican gump,4,0.329230769,0.55,0.263333333,0.415416667,0.117428571,0.078333333,0.068,0.45799999999999996,0.19047619,0.11599999999999999,0.05,0.337,0.111111111,0.0,0.4,0.0,0.1075,0.15,374,-5.858695247000001,4.288752198,0.873997056
mexican lasagna i,4,0.7338461540000001,1.25,0.436666667,0.558333333,0.277428571,0.196333333,0.32799999999999996,0.752,0.19047619,0.2476,0.133333333,0.467,0.333333333,0.0,0.65,0.5,0.2475,0.325,804,-13.15641232,4.097968686000001,0.999999918
mexican lasagna rollups,4,0.315384615,0.55,0.203333333,0.524166667,0.094571429,0.102,0.08800000000000001,0.486,0.126984127,0.1216,0.016666667,0.272,0.111111111,0.0,0.3,0.0,0.07,0.145,396,-6.3702029410000005,4.26937594,0.947997285
mexican meatloaf ii,4,0.350769231,0.5,0.46333333299999996,0.391666667,0.119714286,0.034,0.055999999999999994,0.596,0.031746032,0.1052,0.066666667,0.139,0.166666667,0.0,0.5,0.0,0.0825,0.0625,367,-4.266093943,3.877783075,0.48218851100000004
mexican orzo salad,3,0.19846153800000002,0.05,0.0,0.132916667,0.10485714300000001,0.245666667,0.41600000000000004,0.294,0.126984127,0.204,0.833333333,0.081,0.222222222,0.0,0.25,0.0,0.1325,0.43,457,-1.1207616870000001,4.064500688,0.999999999
mexican pasta,7,0.144615385,0.05,0.0,0.245416667,0.133428571,0.198333333,0.212,0.20600000000000002,0.317460317,0.2064,0.6,0.07200000000000001,0.27777777800000003,0.0,0.2,0.0,0.11,0.335,358,-2.171404699,4.2322701469999995,0.999996914
mexican rice,5,0.281538462,0.45,0.246666667,0.539166667,0.241142857,0.19699999999999998,0.184,0.5660000000000001,0.222222222,0.2132,0.483333333,0.223,0.27777777800000003,0.0,0.6,0.5,0.2,0.3325,510,-5.850431316,4.429111961,0.605688719
mexican salmon,4,0.332307692,0.15,0.39666666700000003,0.124166667,0.20628571399999998,0.039666667,0.11599999999999999,0.764,0.126984127,0.6466,0.9,0.040999999999999995,0.111111111,0.0,0.05,0.0,0.03,0.055,394,1.471375725,4.478814103,0.825946649
mexican stuffed peppers,4,0.718461538,0.85,0.283333333,0.6216666670000001,0.211142857,0.26666666699999997,0.248,0.612,0.253968254,0.2464,1.133333333,0.39,0.222222222,0.0,0.5,0.5,0.2225,0.245,862,-11.5663269,4.419092256,0.9994226540000001
mexican style shredded pork,9,0.292307692,0.35,0.36,0.334166667,0.18600000000000003,0.143333333,0.048,0.8220000000000001,0.063492063,0.0826,0.5,0.054000000000000006,0.166666667,0.666666667,0.85,0.5,0.125,0.225,520,-1.948586788,4.370679095,0.8437662570000001
mexican tinga,4,0.307692308,0.3,0.303333333,0.164583333,0.102571429,0.068333333,0.092,0.672,0.095238095,0.0554,0.1,0.067,0.111111111,0.0,0.75,0.0,0.0875,0.0275,402,-0.6919458190000001,4.320460717,0.732431362
mexican turkey burgers,4,0.269230769,0.25,0.206666667,0.6020833329999999,0.17285714300000002,0.215,0.21600000000000003,0.504,0.253968254,0.0834,0.333333333,0.158,0.27777777800000003,0.666666667,0.55,0.0,0.1375,0.32,509,-4.981328292,4.317737414,0.735338662
mexican turkey corn bread casserole,4,0.315384615,0.4,0.26,0.467916667,0.111714286,0.154,0.16,0.514,0.095238095,0.0954,0.05,0.196,0.166666667,0.0,0.4,0.0,0.1,0.2125,466,-5.0022128519999995,4.147844523,0.93842006
michaels chicken,6,0.409230769,0.35,0.39,0.258333333,0.263428571,0.070333333,0.08800000000000001,0.68,0.47619047600000003,0.1926,0.333333333,0.061,0.222222222,0.0,0.8,0.5,0.1275,0.0475,460,-2.411925755,4.219334385,0.6892248459999999
micheles ground beef casserole,8,0.630769231,0.85,0.376666667,0.73,0.26,0.163333333,0.292,0.726,0.507936508,0.9782,0.5,0.363,0.27777777800000003,0.0,0.75,0.5,0.1925,0.1625,714,-10.54214368,4.5228434669999995,0.999974998
microwave corn on the cob in the husk,4,0.016923076999999998,0.0,0.0,0.0058333330000000004,0.069428571,0.057,0.096,0.057999999999999996,0.095238095,0.0336,0.1,0.002,0.0,0.0,0.1,0.0,0.0825,0.1025,77,0.521795832,4.238669567,0.9999999690000001
mid eastern chicken thighs,6,0.303076923,0.25,0.35333333299999997,0.039583333,0.08199999999999999,0.012,0.032,0.596,0.031746032,0.04,0.033333333,0.027999999999999997,0.111111111,0.0,0.6,0.0,0.08,0.0325,331,0.45027280000000003,4.3289026239999995,0.998470017
