0.000000000000000000e+00,1.060755734834254865e-01,1.084960651599140430e-01,1.080473583664621484e-01,1.352121489671192223e-01,1.060852866875929418e-01,1.058927485662016221e-01,1.122193065839455078e-01,9.942258881936881509e-02,1.185489233659702268e-01
1.042395954706194366e-01,0.000000000000000000e+00,1.039315555914140099e-01,1.086888666558840227e-01,1.349649379265292770e-01,1.055109266592599571e-01,1.116764680673069943e-01,1.099616107851489472e-01,1.049401913399241743e-01,1.160858475039132504e-01
1.060097142744918092e-01,1.033384099424081715e-01,0.000000000000000000e+00,1.043557101406339532e-01,1.369386396840332754e-01,1.058806566239516300e-01,1.110337922286615681e-01,1.111133700014121373e-01,1.062672059481659936e-01,1.150625011562415728e-01
1.054263766460936391e-01,1.079202291067619529e-01,1.042124650929529273e-01,0.000000000000000000e+00,1.348337739243376243e-01,1.057182989503485659e-01,1.110485813900447261e-01,1.109978886810912696e-01,1.042794215323417650e-01,1.155629646760274326e-01
1.083971537322021284e-01,1.101046837653427146e-01,1.123560588206457961e-01,1.107811136179525230e-01,0.000000000000000000e+00,1.129179550800550186e-01,1.110742547264125801e-01,1.122286413791939025e-01,1.090552396189554685e-01,1.130848992592399377e-01
1.036007759914529675e-01,1.048547145723285751e-01,1.058261030293112664e-01,1.058090690255500399e-01,1.375525655624272592e-01,0.000000000000000000e+00,1.083147691356393938e-01,1.126964922121897889e-01,1.069240266745001416e-01,1.144214837966005260e-01
1.024658365832447626e-01,1.099656917470749756e-01,1.099604139081699905e-01,1.101262261125777742e-01,1.340676860044691665e-01,1.073229726989064492e-01,0.000000000000000000e+00,1.123119433685769025e-01,9.962909929368815587e-02,1.141501302832918091e-01
1.059838524401791465e-01,1.056807495936159247e-01,1.074006140819058625e-01,1.074364653499562949e-01,1.322128487304025379e-01,1.089869917432150365e-01,1.096188379406829311e-01,0.000000000000000000e+00,1.090270966297517963e-01,1.136525434902903725e-01
9.950065938024731105e-02,1.068723635618262502e-01,1.088449983903394674e-01,1.069558091034625569e-01,1.361398488957400732e-01,1.095742086904715612e-01,1.030419873717670215e-01,1.155322463286173190e-01,0.000000000000000000e+00,1.135378782775284395e-01
1.094778776280338345e-01,1.090914471049976298e-01,1.087504066002066005e-01,1.093735485506151517e-01,1.302660388449203288e-01,1.082003029092767077e-01,1.089412358375820705e-01,1.111311462381404103e-01,1.047679962862272524e-01,0.000000000000000000e+00
