,recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,Carb_std,Protein_std,VitA_std,VitC_std,Calcium_std,Iron_std,Thiamin_std,Niacin_std,VitB6_std,Magnesium_std,Folate_std,Potassium_std,Dietary Fiber_std,Total Fat_std,Saturated Fat_std,Cholesterol_std,Sodium_std,Sugars_std,Carb_BI,Protein_BI,VitA_BI,VitC_BI,Calcium_BI,Iron_BI,Thiamin_BI,Niacin_BI,VitB6_BI,Magnesium_BI,Folate_BI,Potassium_BI,Dietary Fiber_BI,Total Fat_BI,Saturated Fat_BI,Cholesterol_BI,Sodium_BI,Sugars_BI,BI
1112,chilean empanada,4,27.899999985,8.0,113.00000010000001,652.9999991999999,338.0000015,54.200000100000004,2.6,16.1,9.9999999855,243.0,1.99999998,74.00000000000001,3.999999996,1.0000000005,8.0,0.0,30.0,111.00000000000001,530,-6.026554535,4.315635478,0.973533837,235.20754760377358,69.86792452830188,1054.5283018867924,8.679245196226415,321.13207547169816,17.358490548679246,4.339622643679245,34.716981132075475,0.0,130.18867924528303,481.69811320754724,1466.7924593396228,11.283018867924529,121.07547163301886,34.716981132075475,490.3773589245283,2833.773581433962,43.39622635216981,3.9201257933962266,10.480188679245282,0.6590801886792452,0.7232704330188678,1.235123367198839,3.214535286792453,5.0,5.0,0.0,1.6273584905660379,3.0106132075471703,2.0954177990566043,2.2566037735849056,0.0,0.0,0.0,0.0,0.0,39.22231701908564
1113,chilean potato pie pastel de papas,4,25.200000019999997,7.0,90.99999989999999,100.0000008,693.0,21.6999999,3.2,14.099999999999998,2.9999999925,508.0,27.0,35.0,1.999999998,0.0,6.0,0.0,40.0,36.0,366,-3.026553175,3.877783075,0.915950127,136.36611959016395,88.60655737704916,3192.3497267759562,169.67213114754097,219.94535519125682,12.568305998360657,0.0,37.704918032786885,0.0,251.36612021857923,226.2295081967213,4354.918032786885,20.10928961748634,158.36065586338796,43.98907103825137,571.8579228688525,628.4153055737705,18.852458969262294,2.272768659836066,13.290983606557374,1.9952185792349728,5.0,0.8459436738125263,2.327464073770492,0.0,5.0,0.0,3.1420765027322406,1.4139344262295082,5.0,4.021857923497268,0.0,0.0,0.0,3.690801446721311,2.0075461953551916,50.00859508774695
1114,chiles rellenos pie,4,30.499999985,18.0,165.9999999,814.0000008000001,599.9999985000001,15.0999999,3.1,28.9,6.999999993,1253.0,49.00000002,569.0,1.999999998,0.0,9.0,0.0,54.0,52.0,445,-8.119523461,4.270326334,0.5250563979999999,78.04494330337079,149.37078651685394,6476.179775280899,253.25842706966293,2940.8988764044943,10.337078641348315,0.0,46.51685393258427,0.0,279.1011235955056,268.76404494382024,3101.1235877528093,16.022471910112362,157.64044936067415,93.03370786516854,857.9775275730337,4207.191015370787,36.1797752447191,1.3007490550561798,10.0,4.047612359550562,5.0,5.0,1.9142738224719102,0.0,5.0,0.0,3.48876404494382,1.6797752808988764,4.430176553932585,3.2044943820224727,0.0,0.0,0.0,0.0,0.0,45.065845498876406
1115,chiles rellenos stuffed peppers,4,70.59999999,14.0,195.0,270.0,464.00000149999994,19.7000001,2.8000000000000003,25.4,4.0000000005,734.0000000000001,43.99999998,264.0,3.0000000059999996,0.0,9.0,0.0,38.0,75.0,808,-7.854044317,4.222765528,0.99970939,56.07673295792079,72.3019801980198,2089.3564356435645,125.24752469554454,751.4851485148515,8.539603977475247,0.0,25.61881188118812,0.0,108.16831683168317,213.490099009901,1320.7920834777224,7.970297029702971,200.96534650618813,39.851485148514854,555.0742574257425,768.5643564356436,11.386138615284654,0.9346122159653465,10.845297029702971,1.3058477722772277,5.0,2.8903274942878903,1.5814081439768977,0.0,5.0,0.0,1.3521039603960396,1.334313118811881,1.8868458335396034,1.5940594059405944,0.0,0.0,0.0,3.3988242574257423,3.192676410272277,40.31631564259647
1116,chili and cheese stuffed chicken breasts,4,8.900000005,5.0,119.0000001,243.00000000000003,451.0000005,17.7,1.4000000000000001,35.9,1.9999999845,538.0,34.99999998,163.99999999999997,3.0000000059999996,0.0,22.0,1.0,63.0,54.0,297,0.956310379,3.900314318,0.686206943,137.07070707070707,278.013468013468,4166.329966329966,271.0437708888889,1270.03367003367,23.232323278787877,0.0,170.37037037037035,7.744107744107744,487.8787878787879,418.1818181818182,3492.5925964646462,10.841750841750843,68.92255896127946,38.72053872053872,921.5488223232323,1881.818181818182,15.488215368181818,2.2845117845117846,10.0,2.6039562289562284,5.0,4.884744884744884,4.3022820886644215,0.0,5.0,5.0,5.0,2.6136363636363633,4.989417994949495,2.1683501683501687,0.0,0.0,0.0,1.0795454545454541,2.5415531161616163,57.4679980845204
1117,chili burgers,4,15.400000005,6.0,63.0,436.99999920000005,276.9999995,3.6999999,0.2,18.3,1.000000008,5.999999999999999,1.99999998,13.0,1.999999998,0.0,7.0,0.0,16.0,7.000000000000001,230,-1.891332756,4.121174387,0.994171544,36.999999,183.00000000000003,59.999999999999986,19.9999998,130.0,19.999999980000002,0.0,70.0,0.0,160.0,70.00000000000001,2769.9999949999997,2.0,154.00000005,60.0,629.9999999999999,4369.999992000001,10.00000008,0.61666665,10.0,0.03749999999999999,1.6666666500000002,0.5,3.7037037000000006,0.0,5.0,0.0,2.0,0.4375000000000001,3.9571428499999994,0.4,0.0,0.0,0.0,0.0,3.4126984,31.731878249999998
1118,chili cheese dog pot pie,4,54.00000001499999,25.0,120.0,2743.9999992,927.0000005,61.49999999999999,9.5,35.8,4.0000000005,1246.0,3.0,595.0,10.000000008,0.0,11.0,0.0,108.0,56.99999999999999,861,-17.19170033,4.3001235210000015,1.0,164.28571428571428,95.63298490127758,3328.4552845528456,8.013937282229966,1589.4308943089432,26.713124295470386,0.0,29.384436701509873,0.0,288.50174216027875,152.26480836236934,2476.3066215447157,25.37746806039489,144.25087112020904,66.78281068524971,320.5574912891986,7330.081298675957,10.68524971097561,2.7380952380952377,14.344947735191639,2.0802845528455287,0.6678281068524972,5.0,4.946874869531553,0.0,5.0,0.0,3.6062717770034847,0.9516550522648083,3.537580887921022,5.0,0.0,0.0,0.0,0.0,3.3039286173054583,51.17746683701124
1119,chili cumin stuffed chicken breasts,4,8.30000002,4.0,78.9999999,259.0000008,245.999999,2.0999999999999996,0.7000000000000001,27.6,1.000000008,947.0000000000001,22.000000020000005,147.0,1.000000008,0.0,12.0,0.0,28.000000000000004,13.0,199,0.960873928,4.16140025,0.998785045,24.271356783919593,318.99497487437185,10945.226130653267,254.27135701507544,1698.9949748743718,11.557789037185929,0.0,138.6934673366834,0.0,323.61809045226136,150.25125628140705,2843.216068844221,8.090452261306533,95.92964847236182,46.231155778894475,913.065325477387,2993.467345929648,11.557789037185929,0.40452261306532655,10.0,5.0,5.0,5.0,2.1403313031825792,0.0,5.0,0.0,4.045226130653267,0.939070351758794,4.06173724120603,1.6180904522613067,0.0,0.0,0.0,0.0,3.165430311557789,46.374408403685095
1120,chili dog casserole i,4,41.400000005,19.0,93.99999989999999,1570.9999991999998,431.9999985,33.699999899999995,3.8,26.200000000000003,5.000000008500001,527.0,1.0000000199999999,349.0,5.999999994,0.0,5.0,0.0,64.0,75.0,608,-11.59797282,4.494198428,0.62443257,127.48355225328946,99.11184210526316,1993.5855263157894,3.7828948124999995,1320.2302631578948,22.697368398355263,0.0,18.914473684210524,0.0,242.1052631578947,283.71710526315786,1634.2105206414474,14.374999999999998,156.61184212417766,71.875,355.5921048848684,5942.92762855263,18.914473716365134,2.124725870888158,14.866776315789474,1.2459909539473684,0.31524123437499996,5.0,4.203216370065789,0.0,4.728618421052631,0.0,3.0263157894736836,1.7732319078947367,2.3345864580592104,2.875,0.0,0.0,0.0,0.0,1.997702584703947,44.49140590625001
1121,chili dog casserole ii,4,28.799999995,13.0,62.0000001,1323.0,462.999999,39.3999999,5.3,19.7,2.9999999925,508.0,1.0000000199999999,226.0,5.000000004,0.0,7.0,0.0,63.0,86.0,491,-8.469576341,4.400466348,0.916529838,184.56211765784113,92.28105906313645,2379.633401221996,4.684317812627291,1058.6558044806518,23.421588613441955,0.0,32.79022403258656,0.0,295.11201629327905,402.85132382892056,2168.839099185336,24.826883910386965,134.9083502820774,60.896130346232184,290.42769904276986,6197.352342158859,14.052953121690425,3.0760352942973523,13.842158859470468,1.4872708757637474,0.3903598177189409,4.071753094156353,4.337331224711473,0.0,5.0,0.0,3.688900203665988,2.5178207739307537,3.098341570264766,4.965376782077393,0.0,0.0,0.15953834928716903,0.0,2.7693725203665993,49.24472101642384
1122,chili dogs with cheese,4,18.900000015,7.0,39.0,999.0,115.0000005,27.599999999999998,1.7000000000000002,14.400000000000002,5.000000008500001,44.0,0.0,96.0,1.999999998,0.0,5.0,0.0,17.0,51.0,340,-5.039871211,4.211324865,0.506223911,186.7058823529412,97.41176470588236,297.64705882352945,0.0,649.4117647058823,13.52941175117647,0.0,33.8235294117647,0.0,115.0,345.0,777.9411798529411,11.5,127.85294127794117,47.35294117647059,263.8235294117647,6757.941176470588,33.82352946926471,3.1117647058823534,14.611764705882354,0.1860294117647059,0.0,2.497737556561086,2.505446620588235,0.0,5.0,0.0,1.4375,2.15625,1.1113445426470587,2.3000000000000003,0.0,0.0,0.6029411764705884,0.0,0.0,34.91783754332579
1123,chili verde,4,23.200000005000003,8.0,81.0,619.0000008,675.9999995000001,21.9,4.1,24.600000000000005,2.9999999925,145.0,16.00000002,54.00000000000001,3.0000000059999996,1.0000000005,10.0,1.0,61.0,69.0,400,-3.287074687,4.110465693,0.905677739,125.92499999999998,141.45000000000002,833.75,92.000000115,310.5,17.250000034499998,5.750000002875001,57.5,5.75,350.75,396.74999999999994,3886.999997125,23.574999999999996,133.40000002875001,46.0,465.75000000000006,3559.2500045999996,17.249999956875,2.09875,10.0,0.52109375,5.0,1.1942307692307692,3.194444450833333,5.0,5.0,5.0,4.3843749999999995,2.4796875,5.0,4.714999999999999,0.0,0.0,0.0,0.0,2.26190476875,55.849486238814094
1124,chili with pulled beef pork for a crowd,8,26.50000002,9.0,72.0,624.0,892.9999995000001,30.0999999,9.0,25.4,2.9999999925,2626.0,16.00000002,131.0,5.999999994,0.0,9.0,1.0,77.0,81.0,448,-3.732241543,3.864959368,0.595875412,154.53124948660715,130.40178571428572,13481.69642857143,82.14285724553572,672.5446428571429,30.803571397767858,0.0,46.205357142857146,5.133928571428571,395.3125,415.8482142857143,4584.5982117187505,46.205357142857146,136.04910724553574,46.205357142857146,369.64285714285717,3203.5714285714284,15.40178567578125,2.5755208247767856,10.0,5.0,5.0,2.5867101648351647,5.0,0.0,5.0,5.0,4.94140625,2.599051339285714,5.0,5.0,0.0,0.0,0.0,0.0,2.5552721149553577,60.25796069385302
1125,chiliville chili,4,19.800000025000003,7.0,63.0,1152.0,548.0000015,27.3999999,8.200000000000001,22.8,9.000000009,1843.0,16.00000002,106.0,5.999999994,0.0,4.0,0.0,22.0,14.000000000000002,382,-4.264354135,4.577668877,0.8652090309999999,164.97382138743458,137.27748691099478,11096.596858638744,96.33507865445027,638.2198952879581,36.12565441413613,0.0,24.083769633507856,0.0,132.4607329842932,84.29319371727749,3299.47644882199,49.37172774869111,119.21465983638745,42.14659685863874,379.3193717277487,6936.125654450262,54.188481729581156,2.749563689790576,10.0,5.0,5.0,2.4546919049536853,5.0,0.0,5.0,0.0,1.655759162303665,0.5268324607329843,4.7135377840314145,5.0,0.0,0.0,0.0,0.0,0.0,47.10038500181233
1126,chimichurri baked chicken,6,15.000000015,3.0,96.0,294.0,373.0000015,3.6,0.7000000000000001,32.5,1.000000008,528.0,10.00000002,37.00000000000001,1.999999998,0.0,16.0,1.0,34.0,19.0,287,1.412774639,3.845007017,0.991102161,28.850174216027874,260.45296167247386,4231.358885017422,80.1393729825784,296.51567944250877,16.027874548432056,0.0,128.22299651567945,8.013937282229966,272.47386759581883,152.26480836236934,2989.198618292683,5.609756097560977,120.20905935365853,24.041811846689896,769.3379790940767,2356.0975609756097,8.013937346341464,0.4808362369337979,10.0,2.6445993031358888,5.0,1.140444920932726,2.968124916376307,0.0,5.0,5.0,3.4059233449477357,0.9516550522648083,4.270283740418119,1.1219512195121955,0.0,0.0,0.0,0.09146341463414653,3.7279464529616724,45.803228602117414
1127,china lake barbequed steak,4,13.900000010000001,3.0,24.9999999,1230.0,241.9999995,4.1000001,1.0999999999999999,15.4,1.000000008,5.0,13.99999998,25.0,1.000000008,0.0,6.0,0.0,23.0,9.0,199,-2.718228547,4.359220405,0.974301458,47.38693582914573,177.98994974874373,57.788944723618094,161.80904499497487,288.94472361809045,11.557789037185929,0.0,69.3467336683417,0.0,265.8291457286432,104.02010050251256,2796.984918844221,12.713567839195978,160.6532664472362,34.67336683417085,288.9447224623115,14216.080402010051,11.557789037185929,0.7897822638190954,10.0,0.0361180904522613,5.0,1.1113258600695788,2.1403313031825792,0.0,5.0,0.0,3.32286432160804,0.6501256281407035,3.99569274120603,2.542713567839195,0.0,0.0,0.18425462562814135,0.0,3.165430311557789,37.75438408787527
1128,chinese almond chicken stir fry,4,19.699999995,3.0,17.000000099999998,799.9999992,465.9999995,11.900000100000002,3.7000000000000006,12.6,4.0000000005,926.0,13.00000002,91.0,1.999999998,0.0,7.0,0.0,74.0,41.0,265,-2.407974009,4.129133418,0.62502499,103.28301973584908,109.35849056603773,8036.981132075472,112.83018885283018,789.8113207547169,17.358490548679246,0.0,60.75471698113208,0.0,642.2641509433962,355.8490566037736,4044.52829754717,32.113207547169814,170.98113203207546,26.037735849056602,147.54717067924526,6943.396219471699,34.71698113641509,1.7213836622641512,10.0,5.0,5.0,3.0377358490566038,3.214535286792453,0.0,5.0,0.0,5.0,2.224056603773585,5.0,5.0,0.0,0.0,2.540880488679246,0.0,0.0,50.19771140188679
1129,chinese five spice spare ribs,4,62.599999995000005,22.0,240.0,1087.9999992,682.9999995000001,11.4,0.2,58.70000000000001,9.000000009,21.0,0.0,110.0,5.000000004,1.0000000005,24.0,1.0,56.00000000000001,11.0,855,-9.011388063,4.137110005,1.0,30.666666666666668,157.90643274853804,56.49122807017544,0.0,295.906432748538,13.450292408421054,2.6900584808771932,64.56140350877193,2.690058479532164,150.6432748538012,29.590643274853804,1837.3099401754387,0.5380116959064327,168.39766080526317,59.18128654970761,645.6140350877192,2926.7836235789473,24.210526340000005,0.5111111111111112,10.0,0.03530701754385965,0.0,1.138101664417454,2.4907948904483437,5.0,5.0,5.0,1.8830409356725148,0.1849415204678363,2.624728485964912,0.10760233918128653,0.0,0.0,0.0,0.0,1.1570593111111103,35.13268727591843
1130,chinese garlic chicken,4,10.500000029999999,2.0,87.9999999,1405.9999991999998,286.000001,7.8,0.5,34.9,0.0,23.999999999999996,4.00000002,41.0,1.999999998,0.0,17.0,1.0,35.0,12.0,277,-0.533947857,4.1558763989999985,0.998055553,64.7653429602888,289.78339350180505,199.27797833935014,33.21299655595668,340.4332129963899,16.60649817833935,0.0,141.1552346570397,8.303249097472925,290.6137184115523,99.63898916967509,2374.7292501805055,4.1516245487364625,87.18411577256317,16.60649819494585,730.6859197472925,11674.368224404332,0.0,1.0794223826714802,10.0,0.12454873646209384,2.7677497129963897,1.3093585115245765,3.075277440433213,0.0,5.0,5.0,3.6326714801444044,0.6227436823104693,3.392470357400722,0.8303249097472926,0.0,0.8483754512635375,0.0,0.0,5.0,42.68294266495417
1131,chinese mabo tofu,4,17.40000002,5.0,36.9999999,1636.9999992,395.9999995,8.3000001,1.5,22.3,4.0000000005,115.0,3.0,250.0,3.0000000059999996,0.0,7.0,0.0,63.0,34.0,267,-4.15147074,4.204023941,0.773604465,71.49812820224719,192.09737827715355,990.6367041198502,25.84269662921348,2153.558052434457,25.842696680898875,0.0,60.2996254681648,0.0,542.6966292134831,292.88389513108615,3411.2359507490637,12.92134831460674,149.88764062172285,43.07116104868914,318.7265908988764,14101.49812044944,34.45692884325843,1.1916354700374532,10.0,0.6191479400749064,2.153558052434457,5.0,4.785684570536829,0.0,5.0,0.0,5.0,1.8305243445692885,4.873194215355806,2.584269662921348,0.0,0.0,0.0,0.0,0.0,43.0380142559301
1132,chinese pepper round steak,4,7.600000005,2.0,56.0000001,883.9999991999999,531.000001,19.2,1.4000000000000001,24.2,5.000000008500001,432.0,67.99999998,21.0,3.0000000059999996,0.0,10.0,1.0,37.0,38.0,244,-0.642129265,4.097386287,0.741968753,180.98360655737704,228.11475409836066,4072.1311475409834,640.9836063688524,197.95081967213113,28.278688581147538,0.0,94.26229508196721,9.426229508196721,348.7704918032787,358.1967213114754,5005.327878278689,13.196721311475411,71.63934430942624,18.852459016393443,527.8688534016393,8332.786877704917,47.13114762110657,3.0163934426229506,10.0,2.5450819672131146,5.0,0.7613493064312736,5.0,0.0,5.0,5.0,4.359631147540983,2.2387295081967213,5.0,2.6393442622950825,0.0,0.28688524590163933,0.0,0.0,0.0,50.847414880201754
1133,chinese pepper steak,4,15.400000005,3.0,69.0,972.0000000000001,647.0000005,17.000000099999998,1.7000000000000002,26.1,9.9999999855,490.0,31.99999998,25.0,3.999999996,0.0,10.0,1.0,45.0,26.0,312,-1.574913407,4.338291438,0.922456259,125.32051355769228,192.40384615384616,3612.1794871794873,235.89743574999997,184.29487179487182,29.48717945769231,0.0,73.71794871794872,7.371794871794871,331.7307692307692,191.66666666666666,4769.5512857371805,12.532051282051283,113.52564106250001,22.115384615384617,508.65384615384613,7165.384615384616,73.71794861105771,2.0886752259615378,10.0,2.2576121794871797,5.0,0.7088264299802762,5.0,0.0,5.0,5.0,4.146634615384615,1.1979166666666665,5.0,2.5064102564102564,0.0,0.0,0.0,0.0,0.0,47.90607537389053
1134,chinese pie,4,13.10000003,4.0,51.9999999,928.0000008000001,864.9999995,57.200000100000004,4.7,20.3,9.000000009,145.0,19.00000002,53.0,1.999999998,0.0,10.0,1.0,68.0,96.0,412,-3.4207248530000003,4.055455612,0.586831966,319.320388907767,113.32524271844662,809.4660194174758,106.06796127669904,295.873786407767,11.165048532524272,0.0,55.8252427184466,5.58252427184466,379.61165048543694,535.9223300970874,4828.883492354368,26.2378640776699,73.13106812864078,22.33009708737864,290.2912615776699,5180.582528737864,50.24271849684467,10.0,10.0,0.5059162621359223,5.0,1.1379761015683345,2.0676015800970875,0.0,5.0,5.0,4.745145631067961,3.3495145631067964,5.0,5.0,0.0,0.0,0.161812307038835,0.0,0.0,56.8061541379761
1135,chinese pork chops,9,6.300000004999999,2.0,48.0,1234.9999991999998,310.00000150000005,11.199999900000002,0.2,19.6,9.000000009,1.0,1.99999998,16.0,1.000000008,1.0000000005,10.0,1.0,28.000000000000004,4.0,182,-1.936839543,4.575709067,0.88568085,141.5384602747253,247.6923076923077,12.637362637362639,25.27472502197802,202.19780219780222,12.637362738461539,12.63736264368132,126.37362637362637,12.637362637362639,353.84615384615387,50.549450549450555,3917.5824365384624,2.5274725274725274,79.61538467857143,25.274725274725277,606.5934065934066,15607.142847032965,113.73626385,2.3589743379120884,10.0,0.00789835164835165,2.1062270851648353,0.7776838546069316,2.340252358974359,5.0,5.0,5.0,4.423076923076923,0.315934065934066,5.0,0.5054945054945055,0.0,0.0,0.0,0.0,0.0,42.83554148281206
1136,chinese pork tenderloin,9,5.500000025,2.0,98.00000010000001,373.00000079999995,594.0000010000001,5.0000001,0.3,35.8,2.9999999925,2.0,0.0,15.0,1.999999998,1.0000000005,16.0,1.0,43.0,3.0,222,2.426333081,4.120758387,0.996441451,51.80180283783784,370.90090090090087,20.72072072072072,0.0,155.40540540540542,20.7207207,10.36036036554054,165.76576576576576,10.36036036036036,445.4954954954955,31.081081081081084,6154.054064414416,3.108108108108108,56.981982240990995,20.72072072072072,1015.3153163513515,3864.4144227027023,31.08108100337838,0.8633633806306307,10.0,0.01295045045045045,0.0,0.5977130977130978,3.8371705,5.0,5.0,5.0,5.0,0.1942567567567568,5.0,0.6216216216216216,0.6167705968468465,0.0,0.0,0.0,0.06649507882882864,41.81034148284823
1137,chinese restaurant style sesame chicken,4,8.199999989999998,1.0,99.0,619.0000008,790.000001,24.3,2.8000000000000003,43.8,9.000000009,2276.0,16.999999980000002,139.0,3.999999996,0.0,30.0,1.0,100.0,59.0,352,2.486368057,4.117261668,0.708763145,158.7784090909091,286.1931818181818,14871.590909090908,111.07954532386366,908.2386363636364,26.136363610227274,0.0,196.02272727272725,6.534090909090909,653.409090909091,385.5113636363636,5161.931824715909,18.295454545454547,53.57954538920454,6.534090909090909,646.875,4044.602277954545,58.806818240625006,2.6463068181818183,10.0,5.0,5.0,3.4932255244755246,4.840067335227273,0.0,5.0,5.0,5.0,2.4094460227272725,5.0,3.6590909090909096,0.8784965085227276,3.3664772727272725,0.0,0.0,0.0,61.2931103909528
1138,chinese roast pork,9,21.70000001,8.0,81.9999999,1309.9999991999998,352.0000015,15.0999999,0.2,22.3,10.999999993500001,8.0,1.0000000199999999,37.00000000000001,1.999999998,0.0,9.0,0.0,27.0,7.000000000000001,351,-5.4628948410000016,4.566402983,0.8175409,98.94586829059828,146.12535612535612,52.421652421652425,6.552706683760683,242.4501424501425,13.105413092307694,0.0,58.97435897435897,0.0,176.92307692307693,45.86894586894588,2306.5527163817665,1.3105413105413106,142.19373225925926,52.421652421652425,537.3219366666667,8584.045578803418,72.0797720371795,1.6490978048433047,10.0,0.03276353276353277,0.5460588903133903,0.9325005478851635,2.426928350427351,0.0,5.0,0.0,2.2115384615384617,0.2866809116809117,3.2950753091168092,0.26210826210826216,0.0,0.0,0.0,0.0,0.0,26.64275207067719
1139,chinese spareribs,4,30.899999975,11.0,120.9999999,1015.0000008000001,406.999999,23.0000001,0.8,30.4,17.00000001,82.0,3.0,62.0,3.0000000059999996,0.0,12.0,0.0,35.0,12.0,503,-5.985595832,4.4981361710000005,0.69224719,105.16898654075547,139.00596421471172,374.9502982107356,13.71769383697813,283.49900596421475,13.717693864413517,0.0,54.87077534791252,0.0,160.03976143141153,54.87077534791252,1861.0337926441352,3.658051689860835,141.29224640656065,50.29821073558649,553.2803176341948,4641.153085168986,77.73359845526839,1.7528164423459245,10.0,0.23434393638170972,1.1431411530815108,1.0903807921700568,2.540313678595096,0.0,5.0,0.0,2.0004970178926444,0.3429423459244532,2.6586197037773363,0.731610337972167,0.0,0.0,0.0,0.0,0.0,27.494665408140897
1140,chinese steamed buns with meat filling,2,1.80000002,0.0,14.000000100000001,132.0,49.0,0.8000001000000001,0.0,3.0,1.000000008,16.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,1.0,33,0.5430889839999999,4.164589803,0.99998987,55.757582727272734,209.0909090909091,1115.1515151515152,0.0,418.1818181818182,0.0,0.0,69.6969696969697,0.0,348.4848484848485,69.6969696969697,3415.151515151515,0.0,125.45454684848484,0.0,975.7575827272728,9200.0,69.69697025454545,0.9292930454545456,10.0,0.696969696969697,0.0,1.6083916083916083,0.0,0.0,5.0,0.0,4.356060606060606,0.43560606060606066,4.878787878787879,0.0,0.0,5.0,0.0,0.0,0.0,32.9051088962704
1141,chinese style cheeseburgers,4,25.60000001,12.0,81.9999999,304.99999920000005,245.00000000000003,4.4000001,0.8,17.2,1.000000008,166.0,1.99999998,130.0,1.999999998,0.0,7.0,0.0,21.0,13.0,319,-4.832878416000001,4.241631585,0.986863012,31.724138652037613,124.01253918495297,1196.8652037617555,14.420062551724136,937.3040752351097,14.420062681504701,0.0,50.47021943573668,0.0,151.41065830721,93.73040752351096,1766.457680250784,5.768025078369907,184.5768025799373,86.52037617554859,591.2225698119122,2199.059555360502,7.210031405642633,0.5287356442006269,10.0,0.7480407523510972,1.2016718793103447,3.605015673981191,2.6703819780564264,0.0,5.0,0.0,1.892633228840125,0.5858150470219435,2.523510971786834,1.1536050156739814,0.0,0.0,0.0,0.4186259263322872,3.8555505705329156,34.18358668808777
1142,chinese style ground pork and tofu,9,21.30000002,6.0,48.9999999,201.0,464.00000149999994,7.1000001,2.6,24.8,1.000000008,489.0,7.99999998,494.0,3.0000000059999996,0.0,8.0,0.0,60.0,47.0,313,-0.6876246970000001,4.047732983,0.723763667,52.172524696485624,182.2364217252396,3593.290734824281,58.78594234504792,3630.0319488817895,22.044728478594244,0.0,58.78594249201278,0.0,440.8945686900958,345.3674121405751,3409.5846755591047,19.105431309904155,156.51757203194887,44.08945686900958,360.063897028754,1476.9968051118212,7.34824287028754,0.8695420782747604,10.0,2.2458067092651754,4.898828528753993,5.0,4.082357125665601,0.0,5.0,0.0,5.0,2.158546325878594,4.870835250798721,3.821086261980831,0.0,0.0,0.0,1.922923322683706,3.8336122428115016,53.703537846112894
1143,chinese sweet and sour chicken,4,1.4000000300000002,0.0,66.0,1878.0,367.0000005,29.700000000000003,0.3,28.300000000000004,25.9999999875,23.999999999999996,1.99999998,21.0,1.999999998,0.0,19.0,1.0,46.0,9.0,248,-2.428534524,4.426539475,0.999983039,275.44354838709677,262.4596774193549,222.58064516129028,18.548386911290322,194.75806451612902,18.548387078225804,0.0,176.20967741935485,9.274193548387096,426.61290322580646,83.46774193548387,3403.629036895161,2.782258064516129,12.983871245967743,0.0,612.0967741935483,17416.935483870966,241.1290321421371,4.590725806451613,10.0,0.13911290322580644,1.5456989092741935,0.7490694789081885,3.4348864959677416,0.0,5.0,5.0,5.0,0.5216733870967742,4.862327195564515,0.5564516129032258,4.001240673387097,5.0,0.0,0.0,0.0,50.40118646277916
1144,chip chicken lollipops,4,7.29999998,2.0,45.999999900000006,109.99999919999999,338.0000015,7.5999999,0.7000000000000001,11.5,0.0,37.0,3.0,15.0,1.000000008,0.0,7.0,0.0,21.0,15.0,143,0.235270755,4.460089528999999,0.948246554,122.23776062937063,184.96503496503496,595.1048951048951,48.25174825174825,241.25874125874125,16.08391621258741,0.0,112.58741258741259,0.0,337.76223776223776,241.25874125874125,5436.36366048951,11.25874125874126,117.41258709090908,32.16783216783217,739.8601382517483,1769.2307563636361,0.0,2.0372960104895106,10.0,0.3719405594405595,4.020979020979022,0.9279182356105432,2.978503002331002,0.0,5.0,0.0,4.222027972027972,1.507867132867133,5.0,2.251748251748252,0.0,0.0,0.0,1.3141025909090915,5.0,44.63238277640309
1145,chipotle and roasted corn salsa,4,0.90000001,0.0,0.0,4.0000008,97.000001,5.1000000000000005,0.8,0.8,1.000000008,390.0,12.0,4.0,0.0,0.0,1.0,0.0,6.0,13.0,28,0.62065236,4.079074677,1.0,418.92857142857144,65.71428571428572,32035.714285714286,985.7142857142857,328.57142857142856,0.0,0.0,82.14285714285714,0.0,492.85714285714283,1067.857142857143,7967.857225,65.71428571428572,73.92857224999999,0.0,0.0,328.5714942857142,82.1428578,10.0,9.85714285714286,5.0,5.0,1.2637362637362637,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,4.3154760535714285,0.0,65.43635517445055
1146,chipotle chicken salad,3,35.60000002,7.0,63.999999900000006,472.00000079999995,132.000001,2.7,0.4,18.8,1.000000008,320.99999999999994,1.0000000199999999,40.0,1.000000008,0.0,8.0,0.0,15.0,8.0,404,-3.388244196,4.133365635,0.999791174,15.371287128712874,107.02970297029702,1827.4752475247521,5.693069420792078,227.72277227722773,5.693069352475248,0.0,45.54455445544554,0.0,85.39603960396039,45.54455445544554,751.4851542079208,2.2772277227722775,202.6732674405941,39.851485148514854,364.35643507425743,2687.1287174257423,5.693069352475248,0.25618811881188125,10.0,1.14217202970297,0.47442245173267317,0.875856816450876,1.054272102310231,0.0,5.0,0.0,1.067450495049505,0.28465346534653463,1.0735502202970297,0.4554455445544555,0.0,0.0,0.0,0.0,4.096338198019802,25.780349442275956
